ID,NIVEL 1,NIVEL 2,NIVEL 3,NIVEL 4,NIVEL 5,NIVEL 6,TIPO DE EMISSAO,GÁS,TERRITÓRIO,IBGE,MUNICIPIO,ATIVIDADE ECONÔMICA,PRODUTO,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
455,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200427,AC - Rodrigues Alves,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200393,AC - Porto Walter,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200351,AC - Marechal Thaumaturgo,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200336,AC - Mâncio Lima,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200203,AC - Cruzeiro do Sul,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200609,AC - Tarauacá,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200328,AC - Jordão,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR5,AC,1200302,AC - Feijó,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200807,AC - Porto Acre,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200450,AC - Senador Guiomard,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200401,AC - Rio Branco,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200385,AC - Plácido de Castro,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200179,AC - Capixaba,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200138,AC - Bujari,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200013,AC - Acrelândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200708,AC - Xapuri,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200252,AC - Epitaciolândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200104,AC - Brasiléia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200054,AC - Assis Brasil,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200500,AC - Sena Madureira,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200435,AC - Santa Rosa do Purus,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200344,AC - Manoel Urbano,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200427,AC - Rodrigues Alves,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200393,AC - Porto Walter,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200351,AC - Marechal Thaumaturgo,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200336,AC - Mâncio Lima,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200203,AC - Cruzeiro do Sul,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200609,AC - Tarauacá,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200328,AC - Jordão,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR5,AC,1200302,AC - Feijó,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200807,AC - Porto Acre,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200450,AC - Senador Guiomard,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200401,AC - Rio Branco,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200385,AC - Plácido de Castro,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200179,AC - Capixaba,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200138,AC - Bujari,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200013,AC - Acrelândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200708,AC - Xapuri,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200252,AC - Epitaciolândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200104,AC - Brasiléia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200054,AC - Assis Brasil,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200500,AC - Sena Madureira,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200435,AC - Santa Rosa do Purus,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200344,AC - Manoel Urbano,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200427,AC - Rodrigues Alves,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200393,AC - Porto Walter,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200351,AC - Marechal Thaumaturgo,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200336,AC - Mâncio Lima,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200203,AC - Cruzeiro do Sul,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200609,AC - Tarauacá,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200328,AC - Jordão,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GTP-AR4,AC,1200302,AC - Feijó,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200807,AC - Porto Acre,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200450,AC - Senador Guiomard,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200401,AC - Rio Branco,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200385,AC - Plácido de Castro,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200179,AC - Capixaba,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200138,AC - Bujari,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200013,AC - Acrelândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200708,AC - Xapuri,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200252,AC - Epitaciolândia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200104,AC - Brasiléia,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200054,AC - Assis Brasil,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200500,AC - Sena Madureira,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200435,AC - Santa Rosa do Purus,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200344,AC - Manoel Urbano,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200427,AC - Rodrigues Alves,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200393,AC - Porto Walter,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200351,AC - Marechal Thaumaturgo,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200336,AC - Mâncio Lima,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200203,AC - Cruzeiro do Sul,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200609,AC - Tarauacá,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200328,AC - Jordão,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Celulose,NA,NA,Emissão,CO2e (t) GWP-AR4,AC,1200302,AC - Feijó,Outra_IND,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200013,AC - Acrelândia,Outra_IND,ALIM_BEBIDAS,0,0,0,"0,63","0,64","0,63","2,19","2,28","2,28","2,93","4,78","16,64","17,24","16,38","16,58","13,14","18,33","15,44","13,66","13,81","12,68","13,36","12,03","15,06","20,61","22,18","15,14","14,97","12,15","12,35"
530,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200054,AC - Assis Brasil,Outra_IND,ALIM_BEBIDAS,"0,34","0,36","0,37","0,37","0,38","0,34","0,75","0,76","0,77","0,78","0,55","2,14","2,32","2,37","2,2","2,26","2,31","1,84","1,8","1,09","1,18","1,28","1,55","1,34","1,42","1,49","1,36","1,06","0,92","0,93"
531,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200104,AC - Brasiléia,Outra_IND,ALIM_BEBIDAS,"2,33","2,01","1,88",6,"4,88","4,18","3,74","3,79","3,92","4,78","5,03","15,28","21,72","24,65","21,94","15,74","21,73","16,4","14,68","6,49","6,59",7,"7,69","8,59","8,9","9,69","9,72","8,39","6,85","6,97"
532,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200138,AC - Bujari,Outra_IND,ALIM_BEBIDAS,0,0,0,"1,33","2,12","1,66","3,06","3,15","3,33","2,7","2,78","11,94","15,36","12,13","14,09","10,76","11,19","9,64","8,82","2,84","2,62","2,6","2,56","2,56","2,69","3,24","2,84","2,78","2,47","2,51"
533,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200179,AC - Capixaba,Outra_IND,ALIM_BEBIDAS,0,0,0,"3,72","2,92","2,81","1,74","1,9","2,21","2,25","3,55","10,29","10,98","12,38","16,22","13,09","12,66","10,8","8,08","5,18","5,44","5,8","5,11","6,07","6,73","7,8","8,03","7,74","6,65","6,81"
534,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200203,AC - Cruzeiro do Sul,Outra_IND,ALIM_BEBIDAS,"2,94","3,09","2,82","1,18","1,23","1,27","1,57","1,63","1,69","2,66","2,91","3,44","3,6","3,75","3,87","3,98","3,28","2,73","2,63","2,92","2,7","1,84","1,78","1,85","1,76","2,34","2,34","2,33","1,79","1,81"
535,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200252,AC - Epitaciolândia,Outra_IND,ALIM_BEBIDAS,0,0,0,"4,19","3,31","2,66","2,97","2,68","2,75","4,59","4,16","5,32","6,74","7,69","8,74","7,22","6,81","5,5","5,3","3,63","4,36","4,47","6,86",6,"5,92","6,98","9,65","8,24","8,29","8,43"
536,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200302,AC - Feijó,Outra_IND,ALIM_BEBIDAS,"5,4","4,36","2,81","3,27","3,15","3,48","1,79","1,84","2,28","2,42","2,6","2,72","2,79","2,88","2,75","2,68","2,99","2,75","2,45","2,55","3,38","3,44","3,53","3,54","3,64","4,39","4,73","5,29","5,88","5,89"
537,Resíduos ,Efluentes Liquidos,Efluentes Líquidos Industriais,Produção de Leite Cru,NA,NA,Emissão,CH4 (t),AC,1200328,AC - Jordão,Outra_IND,ALIM_BEBIDAS,0,0,0,"0,35","0,39","0,42","0,6","0,17","0,25","0,28","0,27","0,29","0,6","0,61","0,6","0,62","0,6","0,75","0,75","0,74","0,61","0,61","0,53","0,21","0,18","0,2","0,17","0,25","0,27","0,27"
