ID,NIVEL 1,NIVEL 2,NIVEL 3,NIVEL 4,NIVEL 5,NIVEL 6,TIPO DE EMISSAO,GÁS,TERRITÓRIO,IBGE,MUNICIPIO,ATIVIDADE ECONÔMICA,PRODUTO,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1096,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CH4 (t),AC,1200450,AC - Senador Guiomard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CH4 (t),AC,1200500,AC - Sena Madureira,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CH4 (t),AC,1200609,AC - Tarauacá,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CH4 (t),AC,1200708,AC - Xapuri,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CH4 (t),AC,1200807,AC - Porto Acre,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200013,AC - Acrelândia,NA,NA,0,0,0,4,"8,5","13,6","19,4","25,9","33,2","41,4","50,5","66,5","78,2",85,"86,3","95,4","113,6","133,1",195,"214,6","195,5","216,4","283,8","351,9","370,9","430,7","473,6","499,4","523,1","547,8"
1102,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200054,AC - Assis Brasil,NA,NA,"18,5","21,6","28,1","30,7","33,9","37,5","41,7","46,4","51,7","57,5",64,"76,7","83,8","85,8","83,2",87,96,"104,8","141,7","150,3","159,6","165,2","199,1","234,3",249,"283,8","308,5","269,7","279,6","290,2"
1103,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200104,AC - Brasiléia,NA,NA,"81,5","97,3","129,9","134,4","141,9","152,2","165,3","181,2",200,"221,7","246,4","295,9",327,"339,5","333,6","336,9",361,388,"522,7","557,5","598,3","625,3","770,4","891,2","988,9",1104,"1184,3","1210,3","1325,2",1414
1104,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200138,AC - Bujari,NA,NA,0,0,0,"4,3","8,8","13,7","19,1","24,9","31,3","38,3",46,"59,5","69,2","74,4","74,9","80,7","93,7","107,7",139,"145,8",154,"164,3",206,"248,6","308,4",367,"417,3","381,1","385,1","391,4"
1105,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200179,AC - Capixaba,NA,NA,0,0,0,"1,5","3,4","5,7","8,5","11,9","15,8","20,3","25,3","34,3","41,5","46,2","47,8","52,1","62,2","73,5",117,"132,7","150,8","160,9","202,7","246,3","259,8","311,3","299,8","263,7",296,"325,6"
1106,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200203,AC - Cruzeiro do Sul,NA,NA,"29,1","44,4","79,7","98,2","123,3","155,1","193,9","240,1",294,"356,1","426,8",555,"661,4","733,1","759,1","840,1","809,8","1028,6",1558,"1738,2","1947,3","2088,9",2686,"3358,2","3538,9","4247,8","4599,9","5370,2","6075,3","6363,7"
1107,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200252,AC - Epitaciolândia,NA,NA,0,0,0,"15,8","31,6","47,7","64,2","81,4","99,5","118,7","139,1","175,2","199,6","211,7","211,1","220,8","247,4","276,1","375,2","401,5",479,"492,9",511,"630,9","668,3","741,3","867,7","911,2","951,3","993,4"
1108,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200302,AC - Feijó,NA,NA,"1,6","3,1","5,4","9,6","16,2","25,5","37,6","52,4","70,2","91,1","115,3","158,2","192,2","214,7",223,"254,4","313,9","378,8","325,9","401,8",480,"535,1","703,5","759,8","808,9","919,8","1015,6","1098,6","1174,3",1225
1109,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200328,AC - Jordão,NA,NA,0,0,0,"0,3","0,5","0,7",1,"1,2","1,4","1,6","2,5","4,7","7,4",10,"11,7","14,7","19,8","25,4","49,2","59,2","70,9","79,7","106,7","134,1","129,1","240,3","326,6","388,5","443,7","495,1"
1110,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200336,AC - Mâncio Lima,NA,NA,"0,5","0,5","0,7","0,7","0,7","0,8","0,8","0,8","0,9",1,1,"1,2","6,5","14,1","20,9","31,7","51,1","73,9","143,8","174,6","211,1","240,9","240,4","341,6",366,"392,9","533,9","634,6","577,7","623,3"
1111,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200344,AC - Manoel Urbano,NA,NA,"1,1","1,7","3,4","4,9","6,9","9,5","12,8","16,8","21,4","26,8",33,"44,1","52,7","58,1","59,8",65,"76,4",89,"126,7","138,4","152,1","162,6","204,2","246,4","256,5","293,2",319,"332,7","356,2","379,9"
1112,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200351,AC - Marechal Thaumaturgo,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"2,3","5,5","8,4",13,"20,6","29,4",71,"90,4","113,3","130,9",181,"232,1","249,1","296,2","331,3",293,"257,5","230,2"
1113,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200385,AC - Plácido de Castro,NA,NA,"42,7","52,5","72,5","78,4","86,3","96,2","108,1","122,1","138,2","156,5","177,2",217,"242,2","252,9","249,3","254,5","275,9","299,2","401,8","427,8","457,9","468,1","553,4","682,5","779,7",730,781,"795,8","809,6",829
1114,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200393,AC - Porto Walter,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","1,1","2,5","3,6","5,5","8,3","11,4","28,4","36,2","45,4",53,"81,8","132,5","154,2","198,7","232,5","255,5","276,6","296,6"
1115,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200401,AC - Rio Branco,NA,NA,"2543,6","2905,7","3665,1","3999,6","4378,9","4804,1","5276,5","5797,7","6369,5","6993,9","7673,1","9043,2","9827,2","10049,6","9752,3","9546,5","9872,3","10644,8","13506,2",13869,14028,"14412,1","16788,5","20207,5","20136,5","22493,6","23782,5","24731,6","25488,7","26752,6"
1116,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200427,AC - Rodrigues Alves,NA,NA,0,0,0,"1,2","2,2","3,3","4,2","5,2","6,1","6,9","7,8","7,4","9,8","13,3","16,2","22,3","33,1","45,9","94,4","116,1","141,8","121,5","104,4","97,4","172,2","149,1","147,2","145,8","144,5","150,8"
1117,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200435,AC - Santa Rosa do Purus,NA,NA,0,0,0,"0,6","1,5","2,5","3,7","5,2","6,9","8,8",11,"14,9","17,9","19,8","20,3","22,1","26,3","30,9","47,9","53,6","60,3","65,5","84,4","85,9","85,5","81,8",79,"83,5","91,3","114,6"
1118,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200450,AC - Senador Guiomard,NA,NA,"71,3","85,1","113,7","124,8","138,4","154,6","173,6","195,3","219,9","247,4","278,2","337,6","375,5","391,3","385,5",388,"415,1","445,8","566,4","590,7","620,4","634,8",751,"870,6","888,5","991,3","1060,3","1095,7","1127,5","1165,9"
1119,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200500,AC - Sena Madureira,NA,NA,"14,2","21,6","37,3","47,6","60,6","76,4","95,3","117,3","142,7","171,6","204,2","263,5","308,8","336,3","342,9","367,7","424,1","486,4","712,4",786,871,"934,5","1179,9","1429,7","1491,5","1693,5","1938,3","1833,8","1926,9","2023,4"
1120,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200609,AC - Tarauacá,NA,NA,"18,6","27,3",46,"53,6","63,9",77,"92,9","111,7","133,7","158,9","187,5","240,1","275,2","292,6","292,1","308,7","346,8","387,1","549,2",597,"650,9","688,2","852,5","1020,5","1058,6","1206,2","1309,8","1369,2","1423,6","1482,6"
1121,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200708,AC - Xapuri,NA,NA,"68,6",80,104,"109,1","116,3","125,5","136,8","150,1","165,4","182,9","202,5","241,9","264,5","271,5",264,"267,9",287,307,"404,6","426,8","451,9","467,4","562,4","660,6","632,2","736,4","831,5","722,7","783,1",751
1122,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200807,AC - Porto Acre,NA,NA,0,0,0,"10,2","20,9","32,2","44,2","57,1","71,1","86,3","102,7","131,8",151,"160,3","159,7","163,7","178,5","194,6",273,"295,4","321,2","336,1","411,4","365,3","326,2","459,8","409,7","381,8","358,7","340,4"
1123,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200013,AC - Acrelândia,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200054,AC - Assis Brasil,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200104,AC - Brasiléia,NA,NA,0,0,"0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,4","0,4","0,5","0,5","0,5","0,5","0,6","0,6","0,7","0,7","0,8","0,8","0,8","0,9","0,9","0,9"
1126,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200138,AC - Bujari,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200179,AC - Capixaba,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200203,AC - Cruzeiro do Sul,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200252,AC - Epitaciolândia,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200302,AC - Feijó,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200328,AC - Jordão,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200336,AC - Mâncio Lima,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200344,AC - Manoel Urbano,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200351,AC - Marechal Thaumaturgo,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200385,AC - Plácido de Castro,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200393,AC - Porto Walter,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200401,AC - Rio Branco,NA,NA,0,"9,7","21,2","24,6","27,4","29,8","32,1","34,2","36,2","38,3","40,3","47,5","53,2","57,7","63,5","67,5","70,1","72,4","73,9","73,1","77,9","81,3","84,9","86,6","89,8","92,5","94,9","97,1","99,2","102,1"
1138,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200427,AC - Rodrigues Alves,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200435,AC - Santa Rosa do Purus,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200450,AC - Senador Guiomard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200500,AC - Sena Madureira,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200609,AC - Tarauacá,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200708,AC - Xapuri,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,Resíduos ,Resíduos Sólidos,Disposição final,Lodo de ETE,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200807,AC - Porto Acre,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200013,AC - Acrelândia,NA,NA,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1146,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200054,AC - Assis Brasil,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200104,AC - Brasiléia,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,1","0,1","0,1"
1148,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200138,AC - Bujari,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200179,AC - Capixaba,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1",0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1150,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200203,AC - Cruzeiro do Sul,NA,NA,0,"0,3","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,6","0,6","0,5","0,5","0,5","0,5","0,4","0,5","0,5","0,5","0,5","0,5","0,5","0,4","0,4"
1151,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200252,AC - Epitaciolândia,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1152,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200302,AC - Feijó,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200328,AC - Jordão,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200336,AC - Mâncio Lima,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1155,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200344,AC - Manoel Urbano,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1",0,0,0,0,0,0,"0,1","0,1",0,0,0,0
1156,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200351,AC - Marechal Thaumaturgo,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1157,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200385,AC - Plácido de Castro,NA,NA,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1158,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200393,AC - Porto Walter,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1159,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200401,AC - Rio Branco,NA,NA,0,"0,9","1,1","1,4","1,6","1,7","1,8","1,9",2,2,2,2,"2,1","2,1",2,2,2,2,2,"1,9","1,9","1,9","2,1","2,1","2,1","2,2","2,1","2,1","2,1","1,9"
1160,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200427,AC - Rodrigues Alves,NA,NA,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1161,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200435,AC - Santa Rosa do Purus,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200450,AC - Senador Guiomard,NA,NA,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1163,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200500,AC - Sena Madureira,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2"
1164,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200609,AC - Tarauacá,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2"
1165,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200708,AC - Xapuri,NA,NA,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1166,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos de serviços de saúde,NA,NA,Emissão,CO2e (t) GTP-AR2,AC,1200807,AC - Porto Acre,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
1167,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GWP-AR2,AC,1200013,AC - Acrelândia,NA,NA,0,0,0,"16,7","35,7","57,2","81,5","108,8","139,5","173,7","211,9","279,3","328,6","356,8","362,3","400,8","477,3","558,9","818,9","901,3","821,1","908,7","1191,8","1477,9","1557,8",1809,1989,"2097,6","2197,1","2300,6"
1168,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GWP-AR2,AC,1200054,AC - Assis Brasil,NA,NA,"77,5","90,6","117,8",129,"142,2","157,5",175,"194,8","216,9","241,5","268,6","321,9","351,9","360,3","349,3","365,5","403,3","440,2","594,9","631,4","670,5","693,9","836,2",984,"1045,8",1192,"1295,5","1132,6","1174,2",1219
1169,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GWP-AR2,AC,1200104,AC - Brasiléia,NA,NA,"342,2","408,6","545,8","564,7","595,8",639,"694,1","761,1","840,1","931,2","1034,9","1242,6","1373,3","1425,7",1401,"1414,8","1516,1","1629,6","2195,2","2341,7","2512,7","2626,1","3235,6","3743,1","4153,3","4636,8","4974,2","5083,3","5565,9","5938,8"
1170,Resíduos ,Resíduos Sólidos,Disposição final,Resíduos Sólidos Urbanos,NA,NA,Emissão,CO2e (t) GWP-AR2,AC,1200138,AC - Bujari,NA,NA,0,0,0,"17,9",37,"57,6","80,1","104,6","131,4","160,8","193,1",250,"290,6","312,3","314,7","338,8","393,6","452,2","583,7","612,5","646,8",690,"865,1",1044,"1295,4","1541,3","1752,5","1600,5","1617,6","1643,9"
